City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
132,Isangel,LK,2/2/2022 2:35,6.1241,145,467,94,20,5.75
133,Skalistyy,LK,2/2/2022 2:35,6.1241,147,470,94,20,5.75
134,Port Hawkesbury,LK,2/2/2022 2:35,6.1241,149,473,94,20,5.75
135,Sola,LK,2/2/2022 2:35,6.1241,151,476,94,20,5.75
136,Beringovskiy,LK,2/2/2022 2:35,6.1241,153,479,94,20,5.75
137,Magaria,LK,2/2/2022 2:35,6.1241,155,482,94,20,5.75
138,Jalu,LK,2/2/2022 2:35,6.1241,157,485,94,20,5.75
139,Makakilo City,LK,2/2/2022 2:35,6.1241,159,488,94,20,5.75
140,Caravelas,LK,2/2/2022 2:35,6.1241,161,491,94,20,5.75
141,Kabalo,LK,2/2/2022 2:35,6.1241,163,494,94,20,5.75
142,Honningsvag,LK,2/2/2022 2:35,6.1241,165,497,94,20,5.75
143,Nantucket,LK,2/2/2022 2:35,6.1241,167,500,94,20,5.75
144,Chaman,LK,2/2/2022 2:35,6.1241,169,503,94,20,5.75
145,Upernavik,LK,2/2/2022 2:35,6.1241,171,506,94,20,5.75
146,Bredasdorp,LK,2/2/2022 2:35,6.1241,173,509,94,20,5.75
147,Sioux Lookout,LK,2/2/2022 2:35,6.1241,175,512,94,20,5.75
148,Coffs Harbour,LK,2/2/2022 2:35,6.1241,177,515,94,20,5.75
149,Saint Anthony,LK,2/2/2022 2:35,6.1241,179,518,94,20,5.75
150,Marzuq,LK,2/2/2022 2:35,6.1241,81,521,94,20,5.75
151,Bolungarvik,LK,2/2/2022 2:35,6.1241,83,524,94,20,5.75
152,Poco Das Trincheiras,LK,2/2/2022 2:35,6.1241,85,527,94,20,5.75
153,Bocas Del Toro,LK,2/2/2022 2:35,6.1241,87,530,94,20,5.75
154,Vostok,LK,2/2/2022 2:35,6.1241,89,533,94,20,5.75
155,Castro,LK,2/2/2022 2:35,6.1241,91,536,94,20,5.75
156,Lagos,LK,2/2/2022 2:35,6.1241,93,539,94,20,5.75
157,Nuristan,LK,2/2/2022 2:35,6.1241,95,542,94,20,5.75
158,Gondanglegi,LK,2/2/2022 2:35,6.1241,97,545,94,20,5.75
159,Tasiilaq,LK,2/2/2022 2:35,6.1241,99,548,94,20,5.75
160,Hasaki,LK,2/2/2022 2:35,6.1241,101,551,94,20,5.75
161,Mount Gambier,LK,2/2/2022 2:35,6.1241,103,554,94,20,5.75
162,Nampula,LK,2/2/2022 2:35,6.1241,105,557,94,20,5.75
163,Sitka,LK,2/2/2022 2:35,6.1241,107,560,94,20,5.75
164,Klaksvik,LK,2/2/2022 2:35,6.1241,109,563,94,20,5.75
165,Arraial Do Cabo,LK,2/2/2022 2:35,6.1241,111,566,94,20,5.75
166,Vaitupu,LK,2/2/2022 2:35,6.1241,113,569,94,20,5.75
167,Sao Filipe,LK,2/2/2022 2:35,6.1241,115,572,94,20,5.75
168,Tiassale,LK,2/2/2022 2:35,6.1241,117,575,94,20,5.75
169,Umzimvubu,LK,2/2/2022 2:35,6.1241,119,578,94,20,5.75
170,Contai,LK,2/2/2022 2:35,6.1241,121,581,94,20,5.75
171,Xiamen,LK,2/2/2022 2:35,6.1241,123,584,94,20,5.75
172,Bam,LK,2/2/2022 2:35,6.1241,125,587,94,20,5.75
173,Pangoa,LK,2/2/2022 2:35,6.1241,127,590,94,20,5.75
174,Avera,LK,2/2/2022 2:35,6.1241,129,593,94,20,5.75
175,Snezhnogorsk,LK,2/2/2022 2:35,6.1241,131,596,94,20,5.75
176,Huilong,LK,2/2/2022 2:35,6.1241,133,599,94,20,5.75
177,Tual,LK,2/2/2022 2:35,6.1241,135,602,94,20,5.75
178,Khash,LK,2/2/2022 2:35,6.1241,137,605,94,20,5.75
179,Manaus,LK,2/2/2022 2:35,6.1241,139,608,94,20,5.75
180,Palabuhanratu,LK,2/2/2022 2:35,6.1241,141,611,94,20,5.75
181,Casimiro De Abreu,LK,2/2/2022 2:35,6.1241,143,614,94,20,5.75
182,Xai-Xai,LK,2/2/2022 2:35,6.1241,145,617,94,20,5.75
183,Port Lincoln,LK,2/2/2022 2:35,6.1241,147,620,94,20,5.75
184,Saint-Philippe,LK,2/2/2022 2:35,6.1241,149,623,94,20,5.75
185,Rocha,LK,2/2/2022 2:35,6.1241,151,626,94,20,5.75
186,Kilindoni,LK,2/2/2022 2:35,6.1241,153,629,94,20,5.75
187,Sentyabrskiy,LK,2/2/2022 2:35,6.1241,155,632,94,20,5.75
188,Alashtar,LK,2/2/2022 2:35,6.1241,157,635,94,20,5.75
189,Pangnirtung,LK,2/2/2022 2:35,6.1241,159,638,94,20,5.75
190,Eyl,LK,2/2/2022 2:35,6.1241,161,641,94,20,5.75
191,Ahipara,LK,2/2/2022 2:35,6.1241,163,644,94,20,5.75
192,Pueblo Nuevo,LK,2/2/2022 2:35,6.1241,165,647,94,20,5.75
193,Belmonte,LK,2/2/2022 2:35,6.1241,167,650,94,20,5.75
194,Dovbysh,LK,2/2/2022 2:35,6.1241,169,653,94,20,5.75
195,Comodoro Rivadavia,LK,2/2/2022 2:35,6.1241,171,656,94,20,5.75
196,Cape Town,LK,2/2/2022 2:35,6.1241,173,659,94,20,5.75
197,Provideniya,LK,2/2/2022 2:35,6.1241,175,662,94,20,5.75
198,Birobidzhan,LK,2/2/2022 2:35,6.1241,177,665,94,20,5.75
199,Alappuzha,LK,2/2/2022 2:35,6.1241,179,668,94,20,5.75
200,Qui Nhon,LK,2/2/2022 2:35,6.1241,81,671,94,20,5.75
201,Heiligenhafen,LK,2/2/2022 2:35,6.1241,83,674,94,20,5.75
202,Tiksi,LK,2/2/2022 2:35,6.1241,85,677,94,20,5.75
203,Tambacounda,LK,2/2/2022 2:35,6.1241,87,680,94,20,5.75
204,Egvekinot,LK,2/2/2022 2:35,6.1241,89,683,94,20,5.75
205,Filadelfia,LK,2/2/2022 2:35,6.1241,91,686,94,20,5.75
206,Praia Da Vitoria,LK,2/2/2022 2:35,6.1241,93,689,94,20,5.75
207,Onguday,LK,2/2/2022 2:35,6.1241,95,692,94,20,5.75
208,New Lenox,LK,2/2/2022 2:35,6.1241,97,695,94,20,5.75
209,Port Alfred,LK,2/2/2022 2:35,6.1241,99,698,94,20,5.75
210,Hamilton,LK,2/2/2022 2:35,6.1241,101,701,94,20,5.75
211,Nizhneyansk,LK,2/2/2022 2:35,6.1241,103,704,94,20,5.75
212,Ariquemes,LK,2/2/2022 2:35,6.1241,105,707,94,20,5.75
213,Pathri,LK,2/2/2022 2:35,6.1241,107,710,94,20,5.75
214,Seoul,LK,2/2/2022 2:35,6.1241,109,713,94,20,5.75
215,Quatre Cocos,LK,2/2/2022 2:35,6.1241,111,716,94,20,5.75
216,Velikiy Ustyug,LK,2/2/2022 2:35,6.1241,113,719,94,20,5.75
217,Novoagansk,LK,2/2/2022 2:35,6.1241,115,722,94,20,5.75
218,Cockburn Town,LK,2/2/2022 2:35,6.1241,117,725,94,20,5.75
219,Gat,LK,2/2/2022 2:35,6.1241,119,728,94,20,5.75
220,Vila,LK,2/2/2022 2:35,6.1241,121,731,94,20,5.75
221,Tuktoyaktuk,LK,2/2/2022 2:35,6.1241,123,734,94,20,5.75
222,Alofi,LK,2/2/2022 2:35,6.1241,125,737,94,20,5.75
223,Bhatkal,LK,2/2/2022 2:35,6.1241,127,740,94,20,5.75
224,Shelburne,LK,2/2/2022 2:35,6.1241,129,743,94,20,5.75
225,Cukai,LK,2/2/2022 2:35,6.1241,131,746,94,20,5.75
226,Iqaluit,LK,2/2/2022 2:35,6.1241,133,749,94,20,5.75
227,Onega,LK,2/2/2022 2:35,6.1241,135,752,94,20,5.75
228,Los Llanos De Aridane,LK,2/2/2022 2:35,6.1241,137,755,94,20,5.75
229,Bhopalwala,LK,2/2/2022 2:35,6.1241,139,758,94,20,5.75
230,Shenjiamen,LK,2/2/2022 2:35,6.1241,141,761,94,20,5.75
231,Ilanskiy,LK,2/2/2022 2:35,6.1241,143,764,94,20,5.75
232,Daxian,LK,2/2/2022 2:35,6.1241,145,767,94,20,5.75
233,Kieta,LK,2/2/2022 2:35,6.1241,147,770,94,20,5.75
234,Cap Malheureux,LK,2/2/2022 2:35,6.1241,149,773,94,20,5.75
235,Leningradskiy,LK,2/2/2022 2:35,6.1241,151,776,94,20,5.75
236,Adrar,LK,2/2/2022 2:35,6.1241,153,779,94,20,5.75
237,Sinnamary,LK,2/2/2022 2:35,6.1241,155,782,94,20,5.75
238,Kindu,LK,2/2/2022 2:35,6.1241,157,785,94,20,5.75
239,Aromashevo,LK,2/2/2022 2:35,6.1241,159,788,94,20,5.75
240,Port Blair,LK,2/2/2022 2:35,6.1241,161,791,94,20,5.75
241,La Palma,LK,2/2/2022 2:35,6.1241,163,794,94,20,5.75
242,Rawson,LK,2/2/2022 2:35,6.1241,165,797,94,20,5.75
243,Nalut,LK,2/2/2022 2:35,6.1241,167,800,94,20,5.75
244,Akhtanizovskaya,LK,2/2/2022 2:35,6.1241,169,803,94,20,5.75
245,Narsaq,LK,2/2/2022 2:35,6.1241,171,806,94,20,5.75
246,Kapoeta,LK,2/2/2022 2:35,6.1241,173,809,94,20,5.75
247,Sakakah,LK,2/2/2022 2:35,6.1241,175,812,94,20,5.75
248,Torbay,LK,2/2/2022 2:35,6.1241,177,815,94,20,5.75
249,Dakar,LK,2/2/2022 2:35,6.1241,179,818,94,20,5.75
250,Harper,LK,2/2/2022 2:35,6.1241,81,821,94,20,5.75
251,Svetlogorsk,LK,2/2/2022 2:35,6.1241,83,824,94,20,5.75
252,Vila Velha,LK,2/2/2022 2:35,6.1241,85,827,94,20,5.75
253,Marawi,LK,2/2/2022 2:35,6.1241,87,830,94,20,5.75
254,Poum,LK,2/2/2022 2:35,6.1241,89,833,94,20,5.75
255,Saint-Georges,LK,2/2/2022 2:35,6.1241,91,836,94,20,5.75
256,Monopoli,LK,2/2/2022 2:35,6.1241,93,839,94,20,5.75
257,San Jeronimo,LK,2/2/2022 2:35,6.1241,95,842,94,20,5.75
258,Morro Bay,LK,2/2/2022 2:35,6.1241,97,845,94,20,5.75
259,Kankaanpaa,LK,2/2/2022 2:35,6.1241,99,848,94,20,5.75
260,Najran,LK,2/2/2022 2:35,6.1241,101,851,94,20,5.75
261,Sterling,LK,2/2/2022 2:35,6.1241,103,854,94,20,5.75
262,Toliary,LK,2/2/2022 2:35,6.1241,105,857,94,20,5.75
263,Bay City,LK,2/2/2022 2:35,6.1241,107,860,94,20,5.75
264,Yeppoon,LK,2/2/2022 2:35,6.1241,109,863,94,20,5.75
265,Port Hardy,LK,2/2/2022 2:35,6.1241,111,866,94,20,5.75
266,Codrington,LK,2/2/2022 2:35,6.1241,113,869,94,20,5.75
267,Athabasca,LK,2/2/2022 2:35,6.1241,115,872,94,20,5.75
268,Hot Springs,LK,2/2/2022 2:35,6.1241,117,875,94,20,5.75
269,Roma,LK,2/2/2022 2:35,6.1241,119,878,94,20,5.75
270,Nemuro,LK,2/2/2022 2:35,6.1241,121,881,94,20,5.75
271,Zhigansk,LK,2/2/2022 2:35,6.1241,123,884,94,20,5.75
272,Itarema,LK,2/2/2022 2:35,6.1241,125,887,94,20,5.75
273,Simbahan,LK,2/2/2022 2:35,6.1241,127,890,94,20,5.75
274,Bosaso,LK,2/2/2022 2:35,6.1241,129,893,94,20,5.75
275,Jasper,LK,2/2/2022 2:35,6.1241,131,896,94,20,5.75
276,Floro,LK,2/2/2022 2:35,6.1241,133,899,94,20,5.75
277,Olafsvik,LK,2/2/2022 2:35,6.1241,135,902,94,20,5.75
278,Amalapuram,LK,2/2/2022 2:35,6.1241,137,905,94,20,5.75
279,Aksu,LK,2/2/2022 2:35,6.1241,139,908,94,20,5.75
280,Bengkulu,LK,2/2/2022 2:35,6.1241,141,911,94,20,5.75
281,Dovhe,LK,2/2/2022 2:35,6.1241,143,914,94,20,5.75
282,Port-Gentil,LK,2/2/2022 2:35,6.1241,145,917,94,20,5.75
283,Attawapiskat,LK,2/2/2022 2:35,6.1241,147,920,94,20,5.75
284,Wanxian,LK,2/2/2022 2:35,6.1241,149,923,94,20,5.75
285,Hastings,LK,2/2/2022 2:35,6.1241,151,926,94,20,5.75
286,Sept-Iles,LK,2/2/2022 2:35,6.1241,153,929,94,20,5.75
287,Kajaani,LK,2/2/2022 2:35,6.1241,155,932,94,20,5.75
288,Astoria,LK,2/2/2022 2:35,6.1241,157,935,94,20,5.75
289,Sao Francisco,LK,2/2/2022 2:35,6.1241,159,938,94,20,5.75
290,Ust-Charyshskaya Pristan,LK,2/2/2022 2:35,6.1241,161,941,94,20,5.75
291,Nome,LK,2/2/2022 2:35,6.1241,163,944,94,20,5.75
292,Baoying,LK,2/2/2022 2:35,6.1241,165,947,94,20,5.75
293,Ibirama,LK,2/2/2022 2:35,6.1241,167,950,94,20,5.75
294,Katsuura,LK,2/2/2022 2:35,6.1241,169,953,94,20,5.75
295,Manokwari,LK,2/2/2022 2:35,6.1241,171,956,94,20,5.75
296,Along,LK,2/2/2022 2:35,6.1241,173,959,94,20,5.75
297,Khandyga,LK,2/2/2022 2:35,6.1241,175,962,94,20,5.75
298,Mount Isa,LK,2/2/2022 2:35,6.1241,177,965,94,20,5.75
299,Hobyo,LK,2/2/2022 2:35,6.1241,179,968,94,20,5.75
300,Bontang,LK,2/2/2022 2:35,6.1241,81,971,94,20,5.75
301,Muisne,LK,2/2/2022 2:35,6.1241,83,974,94,20,5.75
302,Mandalgovi,LK,2/2/2022 2:35,6.1241,85,977,94,20,5.75
303,Canakkale,LK,2/2/2022 2:35,6.1241,87,980,94,20,5.75
304,Agirish,LK,2/2/2022 2:35,6.1241,89,983,94,20,5.75
305,Meulaboh,LK,2/2/2022 2:35,6.1241,91,986,94,20,5.75
306,Gorom-Gorom,LK,2/2/2022 2:35,6.1241,93,989,94,20,5.75
307,Kautokeino,LK,2/2/2022 2:35,6.1241,95,992,94,20,5.75
308,Nanortalik,LK,2/2/2022 2:35,6.1241,97,995,94,20,5.75
309,Haines Junction,LK,2/2/2022 2:35,6.1241,99,998,94,20,5.75
310,Morondava,LK,2/2/2022 2:35,6.1241,101,1001,94,20,5.75
311,Vestmannaeyjar,LK,2/2/2022 2:35,6.1241,103,1004,94,20,5.75
312,Bitung,LK,2/2/2022 2:35,6.1241,105,1007,94,20,5.75
313,Lesozavodsk,LK,2/2/2022 2:35,6.1241,107,1010,94,20,5.75
314,Margate,LK,2/2/2022 2:35,6.1241,109,1013,94,20,5.75
315,Neiafu,LK,2/2/2022 2:35,6.1241,111,1016,94,20,5.75
316,Charters Towers,LK,2/2/2022 2:35,6.1241,113,1019,94,20,5.75
317,Lamu,LK,2/2/2022 2:35,6.1241,115,1022,94,20,5.75
318,Ambulu,LK,2/2/2022 2:35,6.1241,117,1025,94,20,5.75
319,Ilulissat,LK,2/2/2022 2:35,6.1241,119,1028,94,20,5.75
320,Waipawa,LK,2/2/2022 2:35,6.1241,121,1031,94,20,5.75
321,Aden,LK,2/2/2022 2:35,6.1241,123,1034,94,20,5.75
322,Puerto Madero,LK,2/2/2022 2:35,6.1241,125,1037,94,20,5.75
323,Miranda,LK,2/2/2022 2:35,6.1241,127,1040,94,20,5.75
324,Lompoc,LK,2/2/2022 2:35,6.1241,129,1043,94,20,5.75
325,Komsomolskiy,LK,2/2/2022 2:35,6.1241,131,1046,94,20,5.75
326,Inhambane,LK,2/2/2022 2:35,6.1241,133,1049,94,20,5.75
327,Laguna,LK,2/2/2022 2:35,6.1241,135,1052,94,20,5.75
328,Lyubech,LK,2/2/2022 2:35,6.1241,137,1055,94,20,5.75
329,Lasa,LK,2/2/2022 2:35,6.1241,139,1058,94,20,5.75
330,Takoradi,LK,2/2/2022 2:35,6.1241,141,1061,94,20,5.75
331,Kruisfontein,LK,2/2/2022 2:35,6.1241,143,1064,94,20,5.75
332,Ueno,LK,2/2/2022 2:35,6.1241,145,1067,94,20,5.75
333,The Valley,LK,2/2/2022 2:35,6.1241,147,1070,94,20,5.75
334,Ruteng,LK,2/2/2022 2:35,6.1241,149,1073,94,20,5.75
335,Jeremie,LK,2/2/2022 2:35,6.1241,151,1076,94,20,5.75
336,Fazalpur,LK,2/2/2022 2:35,6.1241,153,1079,94,20,5.75
337,Iwanai,LK,2/2/2022 2:35,6.1241,155,1082,94,20,5.75
338,Jardim,LK,2/2/2022 2:35,6.1241,157,1085,94,20,5.75
339,Olinda,LK,2/2/2022 2:35,6.1241,159,1088,94,20,5.75
340,Aparecida Do Taboado,LK,2/2/2022 2:35,6.1241,161,1091,94,20,5.75
341,Dikson,LK,2/2/2022 2:35,6.1241,163,1094,94,20,5.75
342,Lorengau,LK,2/2/2022 2:35,6.1241,165,1097,94,20,5.75
343,Karauzyak,LK,2/2/2022 2:35,6.1241,167,1100,94,20,5.75
344,Mys Shmidta,LK,2/2/2022 2:35,6.1241,169,1103,94,20,5.75
345,Palu,LK,2/2/2022 2:35,6.1241,171,1106,94,20,5.75
346,Xiaoweizhai,LK,2/2/2022 2:35,6.1241,173,1109,94,20,5.75
347,Havoysund,LK,2/2/2022 2:35,6.1241,175,1112,94,20,5.75
348,La Libertad,LK,2/2/2022 2:35,6.1241,177,1115,94,20,5.75
349,Lima,LK,2/2/2022 2:35,6.1241,179,1118,94,20,5.75
350,Mahibadhoo,LK,2/2/2022 2:35,6.1241,81,1121,94,20,5.75
